Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,GAA,SO,GPS,MIN,QS,RBS,GSAA,G,A,PTS,PIM,Season,SV%,QS%,GA%
Craig Anderson,31, OTT,24,24,12,9,2,40,677,637,1.69,3,6.5,1421,17,1,19.63,0,0,0,0,2012-13,0.941,0.708,67
Richard Bachman,25, DAL,13,8,6,5,0,33,288,255,3.25,0,0.9,609,4,3,-7.63,0,0,0,0,2012-13,0.885,0.5,130
Niklas Backstrom,34, MIN,42,41,24,15,3,98,1072,974,2.48,2,6.2,2368,18,8,-3.58,0,0,0,2,2012-13,0.909,0.439,104
Jonathan Bernier,24, LAK,14,12,9,3,1,24,306,282,1.87,1,2.2,768,8,1,2.95,0,1,1,0,2012-13,0.922,0.667,89
Martin Biron,35, NYR,6,5,2,2,1,13,156,143,2.32,0,1.0,336,2,1,0.0,0,0,0,0,2012-13,0.917,0.4,0
Ben Bishop,26, TOT,22,21,11,9,1,56,701,645,2.67,2,5.0,1260,14,3,5.74,0,0,0,2,2012-13,0.92,0.667,91
Ben Bishop,26, OTT,13,12,8,5,0,31,399,368,2.45,1,3.0,758,8,3,4.14,0,0,0,0,2012-13,0.922,0.667,88
Ben Bishop,26, TBL,9,9,3,4,1,25,302,277,2.99,1,2.0,502,6,0,1.6,0,0,0,2,2012-13,0.917,0.667,94
Sergei Bobrovsky,24, CBJ,38,37,21,11,6,74,1084,1010,2.0,4,9.2,2219,26,4,21.48,0,0,0,0,2012-13,0.932,0.703,78
Brian Boucher,36, PHI,4,1,0,2,0,6,55,49,2.5,0,0.2,144,0,0,0.0,0,0,0,0,2012-13,0.8909999999999999,0.0,0
Martin Brodeur*,40, NJD,29,29,13,9,7,65,654,589,2.22,2,3.1,1757,15,6,-7.4,1,2,3,0,2012-13,0.9009999999999999,0.517,113
Ilya Bryzgalov,32, PHI,40,40,19,17,3,107,1066,959,2.79,1,5.0,2298,20,10,-13.11,0,3,3,0,2012-13,0.9,0.5,114
Peter Budaj,30, MTL,13,10,8,1,1,25,273,248,2.28,1,1.6,656,6,2,-0.95,0,0,0,0,2012-13,0.9079999999999999,0.6,104
Scott Clemmensen,35, FLA,19,11,3,7,2,53,421,368,3.67,0,0.7,866,3,4,-15.92,0,0,0,0,2012-13,0.8740000000000001,0.273,143
Corey Crawford,28, CHI,30,28,19,5,5,57,769,712,1.94,3,6.0,1761,19,1,10.73,0,0,0,4,2012-13,0.9259999999999999,0.679,84
Yann Danis,31, EDM,3,0,1,0,0,7,59,52,3.81,0,0.1,110,0,0,0.0,0,0,0,0,2012-13,0.8809999999999999,0.0,0
Cedrick Desjardins,27, TBL,3,2,0,3,0,8,73,65,3.0,0,0.3,160,0,0,0.0,0,0,0,0,2012-13,0.89,0.0,0
Rick DiPietro,31, NYI,3,3,0,3,0,12,83,71,4.1,0,-0.1,176,0,1,0.0,0,0,0,0,2012-13,0.855,0.0,0
Devan Dubnyk,26, EDM,38,37,14,16,6,90,1132,1042,2.57,2,8.1,2101,20,5,9.7,0,0,0,0,2012-13,0.92,0.541,90
Brian Elliott,27, STL,24,20,14,8,1,49,526,477,2.28,3,2.9,1292,12,6,-2.67,0,0,0,0,2012-13,0.907,0.6,106
Dan Ellis,32, CAR,19,16,6,8,2,52,555,503,3.13,1,3.0,997,8,4,-3.12,0,2,2,0,2012-13,0.9059999999999999,0.5,106
Ray Emery,30, CHI,21,19,17,1,0,36,460,424,1.94,3,3.4,1116,12,1,4.52,0,0,0,0,2012-13,0.922,0.632,89
Jhonas Enroth,24, BUF,12,9,4,4,1,27,332,305,2.6,1,2.3,623,7,1,2.24,0,0,0,0,2012-13,0.919,0.778,92
Viktor Fasth,30, ANA,25,23,15,6,2,52,661,609,2.18,4,4.8,1428,14,3,6.22,0,0,0,0,2012-13,0.9209999999999999,0.609,89
Marc-Andre Fleury,28, PIT,33,31,23,8,0,74,881,807,2.39,1,5.9,1858,15,5,3.6,0,2,2,2,2012-13,0.9159999999999999,0.484,95
Jeff Frazee,25, NJD,1,0,0,0,0,0,3,3,0.0,0,0.1,19,0,0,0.0,0,0,0,0,2012-13,1.0,0.0,0
Mathieu Garon,35, TBL,18,16,5,9,2,44,427,383,2.9,0,1.9,910,6,4,-6.39,0,0,0,0,2012-13,0.897,0.375,117
Jean-Sebastien Giguere,35, COL,18,14,5,4,4,43,469,426,2.84,0,2.7,908,4,1,-1.69,0,0,0,4,2012-13,0.9079999999999999,0.28600000000000003,104
Thomas Greiss,27, SJS,6,5,1,4,0,13,153,140,2.53,1,1.0,308,3,1,0.0,0,0,0,0,2012-13,0.915,0.6,0
Philipp Grubauer,21, WSH,2,1,0,1,0,5,59,54,3.57,0,0.4,84,0,0,0.0,0,0,0,0,2012-13,0.915,0.0,0
Jonas Gustavsson,28, DET,7,4,2,2,1,17,140,123,2.92,0,0.3,349,2,1,0.0,0,1,1,2,2012-13,0.879,0.5,0
Matt Hackett,22, MIN,1,1,0,1,0,5,33,28,5.07,0,0.0,59,0,1,0.0,0,0,0,0,2012-13,0.848,0.0,0
Jaroslav Halak,27, STL,16,15,6,5,1,29,286,257,2.14,3,1.3,813,7,4,-3.81,0,1,1,0,2012-13,0.899,0.467,115
Josh Harding,28, MIN,5,3,1,1,0,10,73,63,3.24,1,0.0,185,1,2,0.0,0,0,0,0,2012-13,0.863,0.33299999999999996,0
Johan Hedberg,39, NJD,19,19,6,10,3,51,435,384,2.76,1,1.2,1108,9,6,-12.69,0,1,1,4,2012-13,0.883,0.474,133
Jonas Hiller,30, ANA,26,25,15,6,4,59,675,616,2.36,1,4.2,1498,14,2,0.45,0,1,1,2,2012-13,0.9129999999999999,0.56,99
Braden Holtby,23, WSH,36,35,23,12,1,90,1123,1033,2.58,4,8.0,2089,20,5,8.91,0,2,2,2,2012-13,0.92,0.5710000000000001,91
Jimmy Howard,28, DET,42,42,21,13,7,87,1129,1042,2.13,5,8.4,2446,26,7,12.44,0,1,1,0,2012-13,0.9229999999999999,0.619,87
Carter Hutton,27, CHI,1,1,0,1,0,3,28,25,3.06,0,0.1,59,0,0,0.0,0,0,0,0,2012-13,0.893,0.0,0
Leland Irving,24, CGY,6,5,2,1,1,15,128,113,3.33,0,0.3,270,1,2,0.0,0,1,1,0,2012-13,0.883,0.2,0
Chad Johnson,26, PHX,4,4,2,0,2,5,108,103,1.22,1,1.2,247,3,0,0.0,0,0,0,0,2012-13,0.9540000000000001,0.75,0
Nikolai Khabibulin,40, EDM,12,11,4,6,1,29,376,347,2.55,1,2.8,684,6,1,4.12,0,0,0,0,2012-13,0.9229999999999999,0.545,88
Anton Khudobin,26, BOS,14,14,9,4,1,31,388,357,2.32,1,2.8,803,8,3,3.17,0,0,0,4,2012-13,0.92,0.5710000000000001,91
Keith Kinkaid,23, NJD,1,0,0,0,0,1,13,12,2.33,0,0.1,26,0,0,0.0,0,0,0,0,2012-13,0.9229999999999999,0.0,0
Miikka Kiprusoff,36, CGY,24,24,8,14,2,77,650,573,3.44,0,1.6,1344,10,9,-19.75,0,1,1,0,2012-13,0.882,0.41700000000000004,134
Darcy Kuemper,22, MIN,6,3,1,2,0,10,119,109,2.08,0,0.8,288,2,0,0.0,0,0,0,0,2012-13,0.9159999999999999,0.667,0
Jason LaBarbera,33, PHX,15,10,4,6,2,32,418,386,2.64,0,3.1,726,5,0,4.82,0,0,0,0,2012-13,0.9229999999999999,0.5,87
Robin Lehner,21, OTT,12,12,5,3,4,27,424,397,2.2,0,3.8,735,10,0,10.34,0,0,0,0,2012-13,0.9359999999999999,0.833,72
Kari Lehtonen,29, DAL,36,35,15,14,3,88,1050,962,2.66,1,7.0,1986,21,5,4.48,0,2,2,0,2012-13,0.9159999999999999,0.6,95
Michael Leighton,31, PHI,1,1,0,1,0,5,26,21,5.07,0,-0.2,59,0,1,0.0,0,0,0,0,2012-13,0.8079999999999999,0.0,0
Anders Lindback,24, TBL,24,21,10,10,1,63,642,579,2.9,0,3.2,1304,11,3,-6.45,0,1,1,0,2012-13,0.902,0.524,111
Henrik Lundqvist,30, NYR,43,43,24,16,3,88,1190,1102,2.05,2,9.3,2575,29,1,16.81,0,1,1,0,2012-13,0.9259999999999999,0.674,84
Roberto Luongo,33, VAN,20,18,9,6,3,51,551,500,2.56,2,3.1,1197,11,3,-2.47,0,0,0,0,2012-13,0.907,0.611,105
Joey MacDonald,32, CGY,21,17,8,9,1,55,562,507,2.87,0,2.8,1148,7,3,-5.5,0,0,0,0,2012-13,0.902,0.41200000000000003,111
Jacob Markstrom,23, FLA,23,23,8,14,1,68,685,617,3.22,0,3.3,1266,9,6,-7.67,0,0,0,0,2012-13,0.9009999999999999,0.391,113
Chris Mason,36, NSH,11,6,1,7,1,29,229,200,3.73,0,0.4,467,3,2,-8.83,0,0,0,0,2012-13,0.873,0.5,144
Steve Mason,24, TOT,20,17,7,8,1,47,561,514,2.59,0,3.7,1090,7,1,2.41,0,1,1,0,2012-13,0.9159999999999999,0.41200000000000003,95
Steve Mason,24, CBJ,13,11,3,6,1,35,346,311,2.95,0,1.6,712,3,1,-4.53,0,0,0,0,2012-13,0.899,0.273,115
Steve Mason,24, PHI,7,6,4,2,0,12,215,203,1.9,0,2.2,378,4,0,6.94,0,1,1,0,2012-13,0.9440000000000001,0.667,63
Ryan Miller,32, BUF,40,39,17,17,5,108,1270,1162,2.81,0,8.3,2302,21,4,3.86,0,0,0,2,2012-13,0.915,0.5379999999999999,97
Al Montoya,27, WPG,7,5,3,1,0,17,168,151,2.9,1,0.8,351,2,2,0.0,0,0,0,0,2012-13,0.899,0.4,0
Petr Mrazek,20, DET,2,2,1,1,0,4,51,47,2.01,0,0.4,119,1,0,0.0,0,0,0,0,2012-13,0.922,0.5,0
Evgeni Nabokov,37, NYI,41,41,23,11,7,103,1139,1036,2.5,3,6.7,2475,20,5,-2.68,0,4,4,6,2012-13,0.91,0.488,103
Michal Neuvirth,24, WSH,13,12,4,5,2,33,367,334,2.74,0,2.2,723,7,2,-0.68,0,0,0,0,2012-13,0.91,0.583,102
Antti Niemi,29, SJS,43,43,24,12,6,93,1220,1127,2.16,4,9.2,2581,29,3,14.45,0,1,1,2,2012-13,0.924,0.674,87
Cristopher Nilstorp,28, DAL,5,5,1,3,1,15,146,131,3.09,0,0.6,291,2,2,0.0,0,0,0,0,2012-13,0.897,0.4,0
Ondrej Pavelec,25, WPG,44,43,21,20,3,119,1251,1132,2.8,0,6.6,2553,19,8,-8.82,0,0,0,2,2012-13,0.905,0.442,108
Justin Peters,26, CAR,19,16,4,11,1,55,506,451,3.46,1,1.9,954,6,3,-10.43,0,0,0,0,2012-13,0.8909999999999999,0.375,123
Kevin Poulin,22, NYI,5,4,1,3,0,13,122,109,3.03,0,0.5,258,2,1,0.0,0,0,0,0,2012-13,0.893,0.5,0
Carey Price,25, MTL,39,38,21,13,4,97,1018,921,2.59,3,5.4,2249,21,8,-7.34,0,0,0,0,2012-13,0.905,0.5529999999999999,108
Jonathan Quick,27, LAK,37,36,18,13,4,87,889,802,2.45,1,4.4,2134,20,9,-8.7,0,0,0,2,2012-13,0.902,0.556,111
Tuukka Rask,25, BOS,36,34,19,10,5,70,980,910,2.0,5,8.0,2104,25,4,16.32,0,1,1,0,2012-13,0.929,0.735,81
James Reimer,24, TOR,33,31,19,8,5,76,995,919,2.46,4,7.5,1856,17,2,11.64,0,1,1,0,2012-13,0.924,0.5479999999999999,87
Pekka Rinne,30, NSH,43,42,15,16,8,99,1101,1002,2.43,5,6.5,2444,22,10,-2.03,0,1,1,8,2012-13,0.91,0.524,102
Jussi Rynnas,25, TOR,1,0,0,0,0,0,6,6,0.0,0,0.1,10,0,0,0.0,0,0,0,0,2012-13,1.0,0.0,0
Cory Schneider,26, VAN,30,30,17,9,4,61,835,774,2.11,5,6.6,1733,21,4,12.54,0,1,1,0,2012-13,0.927,0.7,83
Ben Scrivens,26, TOR,20,17,7,9,0,46,542,496,2.69,2,3.5,1025,10,3,1.74,0,0,0,6,2012-13,0.915,0.588,96
Mike Smith,30, PHX,34,34,15,12,5,84,938,854,2.58,5,5.6,1956,17,7,-1.38,0,0,0,0,2012-13,0.91,0.5,102
Alex Stalock,25, SJS,2,0,0,0,1,2,13,11,2.87,0,0.0,42,0,0,0.0,0,0,0,0,2012-13,0.846,0.0,0
Daniel Taylor,26, CGY,2,2,1,1,0,6,68,62,3.0,0,0.4,120,1,0,0.0,0,0,0,0,2012-13,0.912,0.5,0
Jose Theodore,36, FLA,15,14,4,6,3,42,391,349,3.29,0,1.5,766,5,5,-7.56,0,0,0,2,2012-13,0.893,0.35700000000000004,122
Semyon Varlamov,24, COL,35,33,11,21,3,98,1007,909,3.02,3,5.1,1950,12,7,-9.31,0,1,1,0,2012-13,0.903,0.364,110
Tomas Vokoun,36, PIT,20,17,13,4,0,42,519,477,2.45,3,3.6,1029,9,5,3.71,0,2,2,2,2012-13,0.919,0.529,92
Cam Ward,28, CAR,17,16,9,6,1,44,477,433,2.84,0,2.7,929,8,3,-1.99,0,0,0,0,2012-13,0.9079999999999999,0.5,105
Craig Anderson,30, OTT,63,60,33,22,6,165,1917,1752,2.83,3,11.7,3492,34,9,0.75,0,4,4,4,2011-12,0.914,0.5670000000000001,100
Alex Auld,31, OTT,14,8,2,4,2,36,310,274,3.35,0,0.8,645,2,2,0.0,0,0,0,0,2011-12,0.884,0.25,0
Richard Bachman,24, DAL,18,15,8,5,1,43,477,434,2.77,1,2.7,933,9,2,-1.76,0,1,1,0,2011-12,0.91,0.6,104
Niklas Backstrom,33, MIN,46,45,19,18,7,105,1299,1194,2.43,4,8.8,2590,24,8,7.31,0,2,2,2,2011-12,0.919,0.5329999999999999,93
Jonathan Bernier,23, LAK,16,13,5,6,2,35,383,348,2.36,1,2.1,890,6,1,-1.88,0,0,0,0,2011-12,0.909,0.462,106
Martin Biron,34, NYR,21,20,12,6,2,50,519,469,2.46,2,2.5,1220,7,4,-5.13,0,3,3,0,2011-12,0.904,0.35,111
Ben Bishop,25, OTT,10,9,3,3,2,22,243,221,2.48,0,1.4,532,5,1,0.0,0,0,0,2,2011-12,0.909,0.556,0
Sergei Bobrovsky,23, PHI,29,25,14,10,2,78,769,691,3.02,0,3.3,1550,11,5,-11.51,0,0,0,0,2011-12,0.899,0.44,117
Brian Boucher,35, CAR,10,8,1,6,1,31,260,229,3.4,0,0.6,546,2,2,0.0,0,0,0,0,2011-12,0.8809999999999999,0.25,0
Martin Brodeur*,39, NJD,59,59,31,21,4,136,1472,1336,2.41,3,7.9,3392,29,11,-8.73,0,4,4,2,2011-12,0.9079999999999999,0.49200000000000005,107
Ilya Bryzgalov,31, PHI,59,57,33,16,7,141,1554,1413,2.48,6,8.6,3415,32,14,-6.64,0,2,2,4,2011-12,0.909,0.561,105
Peter Budaj,29, MTL,17,17,5,7,5,44,508,464,2.55,0,3.1,1037,8,0,-0.08,0,3,3,2,2011-12,0.9129999999999999,0.47100000000000003,100
Sebastien Caron,31, TBL,3,2,1,1,0,7,57,50,3.12,0,0.1,135,1,1,0.0,0,0,0,0,2011-12,0.877,0.5,0
Scott Clemmensen,34, FLA,30,25,14,6,6,67,773,706,2.57,1,4.7,1566,16,5,-0.16,0,1,1,0,2011-12,0.9129999999999999,0.64,100
Ty Conklin,35, DET,15,13,5,6,1,44,378,334,3.28,1,0.9,805,5,4,-11.32,0,1,1,0,2011-12,0.884,0.385,135
Corey Crawford,27, CHI,57,55,30,17,7,146,1507,1361,2.72,0,7.3,3218,27,13,-15.7,0,0,0,0,2011-12,0.903,0.491,112
Yann Danis,30, EDM,1,0,0,0,0,2,12,10,3.7,0,0.0,32,0,0,0.0,0,0,0,0,2011-12,0.833,0.0,0
Jeff Deslauriers,27, ANA,4,4,3,1,0,11,113,102,2.74,0,0.5,241,2,0,0.0,0,0,0,0,2011-12,0.903,0.5,0
Rick DiPietro,30, NYI,8,6,3,2,3,22,177,155,3.73,0,0.3,354,1,2,0.0,0,2,2,0,2011-12,0.8759999999999999,0.16699999999999998,0
Devan Dubnyk,25, EDM,47,42,20,20,3,118,1380,1262,2.67,2,8.5,2653,23,6,1.32,0,1,1,0,2011-12,0.914,0.5479999999999999,99
Brian Elliott,26, STL,38,36,23,10,4,58,972,914,1.56,9,9.0,2235,28,1,26.04,0,0,0,0,2011-12,0.94,0.778,69
Dan Ellis,31, ANA,10,5,1,5,0,19,214,195,2.72,0,1.2,419,1,1,0.0,0,1,1,0,2011-12,0.9109999999999999,0.2,0
Ray Emery,29, CHI,34,27,15,9,4,83,834,751,2.81,0,3.8,1774,12,5,-10.89,0,1,1,2,2011-12,0.9,0.444,115
Jhonas Enroth,23, BUF,26,22,8,11,4,63,756,693,2.7,1,4.9,1399,15,4,2.37,0,0,0,2,2011-12,0.917,0.682,96
Marc-Andre Fleury,27, PIT,67,64,42,17,4,153,1768,1615,2.36,3,10.7,3896,36,7,-0.13,0,2,2,4,2011-12,0.9129999999999999,0.563,100
Brian Foster,24, FLA,1,0,0,0,0,0,1,1,0.0,0,0.0,5,0,0,0.0,0,0,0,0,2011-12,1.0,0.0,0
Mathieu Garon,34, TBL,48,44,23,16,4,118,1191,1073,2.85,1,5.4,2484,20,7,-15.02,0,2,2,0,2011-12,0.9009999999999999,0.455,115
Jean-Sebastien Giguere,34, COL,32,30,15,11,3,69,850,781,2.28,2,5.7,1820,19,4,4.49,0,0,0,2,2011-12,0.919,0.633,94
Thomas Greiss,26, SJS,19,14,9,7,1,40,472,432,2.3,0,3.0,1043,7,2,0.81,0,0,0,2,2011-12,0.915,0.5,98
Jonas Gustavsson,27, TOR,42,36,17,17,4,112,1147,1035,2.92,4,5.4,2301,14,2,-12.83,0,1,1,4,2011-12,0.902,0.389,113
Matt Hackett,21, MIN,12,7,3,6,0,22,282,260,2.38,0,2.0,556,3,2,0.0,0,0,0,0,2011-12,0.922,0.429,0
Jaroslav Halak,26, STL,46,46,26,12,7,90,1211,1121,1.97,6,9.1,2747,29,5,14.71,0,0,0,0,2011-12,0.9259999999999999,0.63,86
Josh Harding,27, MIN,34,30,13,12,4,81,981,900,2.62,2,6.4,1855,18,4,3.82,0,0,0,0,2011-12,0.917,0.6,95
Johan Hedberg,38, NJD,27,23,17,7,2,59,718,659,2.22,4,4.7,1591,12,1,3.08,0,0,0,2,2011-12,0.9179999999999999,0.522,95
Jonas Hiller,29, ANA,73,72,29,30,12,182,2021,1839,2.57,4,11.4,4253,39,14,-7.26,0,1,1,0,2011-12,0.91,0.542,104
Braden Holtby,22, WSH,7,6,4,2,1,15,192,177,2.5,1,1.4,361,3,1,0.0,0,0,0,0,2011-12,0.922,0.5,0
Jimmy Howard,27, DET,57,57,35,17,4,119,1496,1377,2.12,6,10.3,3360,35,8,10.35,0,1,1,6,2011-12,0.92,0.614,92
Shawn Hunwick,24, CBJ,1,0,0,0,0,0,0,0,0.0,0,0.0,3,0,0,0.0,0,0,0,0,2011-12,0.0,0.0,0
Leland Irving,23, CGY,7,7,1,3,3,21,239,218,3.19,0,1.4,394,5,1,0.0,0,0,0,0,2011-12,0.912,0.7140000000000001,0
Brent Johnson,34, PIT,16,14,6,7,2,42,359,317,3.11,0,0.9,811,4,5,-10.96,0,1,1,0,2011-12,0.883,0.28600000000000003,135
Henrik Karlsson,28, CGY,9,7,1,4,2,24,239,215,3.17,0,1.1,454,2,1,0.0,0,0,0,0,2011-12,0.9,0.28600000000000003,0
Nikolai Khabibulin,39, EDM,40,40,12,20,7,100,1114,1014,2.65,2,6.3,2261,20,6,-3.68,0,0,0,0,2011-12,0.91,0.5,104
Anton Khudobin,25, BOS,1,1,1,0,0,1,45,44,1.0,0,0.6,60,1,0,0.0,0,0,0,0,2011-12,0.978,1.0,0
Miikka Kiprusoff,35, CGY,70,68,35,22,11,162,2040,1878,2.35,4,14.1,4128,40,6,14.38,0,0,0,0,2011-12,0.9209999999999999,0.588,92
Jason LaBarbera,32, PHX,19,14,3,9,3,43,486,443,2.54,0,2.8,1015,8,1,-0.98,0,0,0,2,2011-12,0.912,0.5710000000000001,102
Robin Lehner,20, OTT,5,5,3,2,0,10,154,144,2.01,1,1.3,299,4,0,0.0,0,0,0,0,2011-12,0.935,0.8,0
Kari Lehtonen,28, DAL,59,59,32,22,4,136,1739,1603,2.33,4,12.3,3497,36,7,14.36,0,3,3,0,2011-12,0.922,0.61,90
Anders Lindback,23, NSH,16,10,5,8,0,32,364,332,2.42,0,2.1,792,5,2,-0.53,0,1,1,0,2011-12,0.912,0.5,102
Henrik Lundqvist,29, NYR,62,62,39,18,5,123,1753,1630,1.97,8,14.1,3754,40,3,28.57,0,2,2,4,2011-12,0.93,0.645,81
Roberto Luongo,32, VAN,55,54,31,14,8,127,1577,1450,2.41,5,10.7,3162,32,7,9.35,0,1,1,4,2011-12,0.919,0.593,93
Joey MacDonald,31, DET,14,12,8,5,1,29,330,301,2.16,0,1.9,806,5,1,-0.47,0,0,0,0,2011-12,0.912,0.41700000000000004,102
Drew MacIntyre,28, BUF,2,0,0,0,0,1,18,17,1.38,0,0.2,43,0,0,0.0,0,0,0,0,2011-12,0.9440000000000001,0.0,0
Peter Mannino,27, WPG,1,0,0,0,0,0,4,4,0.0,0,0.1,20,0,0,0.0,0,0,0,0,2011-12,1.0,0.0,0
Jacob Markstrom,22, FLA,7,6,2,4,1,17,222,205,2.66,0,1.6,383,3,0,0.0,0,0,0,0,2011-12,0.9229999999999999,0.5,0
Chris Mason,35, WPG,20,15,8,7,1,43,422,379,2.59,2,1.8,995,6,3,-6.51,0,0,0,0,2011-12,0.898,0.4,118
Steve Mason,23, CBJ,46,45,16,26,3,143,1355,1212,3.39,1,5.1,2534,19,15,-25.84,0,2,2,2,2011-12,0.894,0.42200000000000004,122
Curtis McElhinney,28, PHX,2,1,1,0,0,2,36,34,1.67,0,0.4,72,1,0,0.0,0,0,0,0,2011-12,0.9440000000000001,1.0,0
Ryan Miller,31, BUF,61,60,31,21,7,150,1788,1638,2.54,6,11.4,3536,33,7,4.59,0,0,0,0,2011-12,0.9159999999999999,0.55,97
Al Montoya,26, NYI,31,26,9,11,5,89,832,743,3.11,0,3.0,1720,13,8,-17.06,0,0,0,2,2011-12,0.893,0.5,124
Mike Murphy,23, CAR,2,0,0,1,0,0,9,9,0.0,0,0.1,36,0,0,0.0,0,0,0,0,2011-12,1.0,0.0,0
Evgeni Nabokov,36, NYI,42,41,19,18,3,101,1172,1071,2.55,2,7.2,2378,23,8,0.33,0,0,0,6,2011-12,0.914,0.561,100
Michal Neuvirth,23, WSH,38,30,13,13,5,95,976,881,2.82,3,4.7,2020,15,4,-10.61,0,1,1,2,2011-12,0.903,0.5,113
Antti Niemi,28, SJS,68,68,34,22,9,159,1865,1706,2.42,6,11.6,3936,36,9,2.25,0,0,0,2,2011-12,0.915,0.529,99
Anders Nilsson,21, NYI,4,3,1,2,0,10,112,102,2.75,1,0.6,218,2,0,0.0,0,0,0,0,2011-12,0.9109999999999999,0.667,0
Ondrej Pavelec,24, WPG,68,67,29,28,9,191,2036,1845,2.91,4,10.6,3932,35,12,-14.96,0,2,2,0,2011-12,0.9059999999999999,0.522,108
Justin Peters,25, CAR,7,6,2,3,2,16,233,217,2.48,1,1.9,387,5,0,0.0,0,0,0,0,2011-12,0.9309999999999999,0.833,0
Kevin Poulin,21, NYI,6,6,2,4,0,15,162,147,3.04,0,0.9,296,2,1,0.0,0,1,1,0,2011-12,0.907,0.33299999999999996,0
Carey Price,24, MTL,65,65,26,28,11,160,1914,1754,2.43,4,12.3,3944,35,8,5.49,0,2,2,6,2011-12,0.9159999999999999,0.5379999999999999,97
Jonathan Quick,26, LAK,69,68,35,21,13,133,1863,1730,1.95,10,14.7,4099,43,8,28.08,0,2,2,6,2011-12,0.929,0.632,83
Tuukka Rask,24, BOS,23,22,11,8,3,44,621,577,2.05,3,4.9,1289,13,4,9.69,0,0,0,2,2011-12,0.929,0.591,82
Andrew Raycroft,31, DAL,10,8,2,8,0,31,303,272,3.51,0,1.3,529,3,2,0.0,0,0,0,0,2011-12,0.898,0.375,0
James Reimer,23, TOR,34,34,14,14,4,97,974,877,3.1,3,4.4,1879,13,9,-12.79,0,0,0,0,2011-12,0.9,0.382,115
Pekka Rinne,29, NSH,73,72,43,18,8,166,2153,1987,2.39,5,15.5,4169,44,10,20.15,0,5,5,0,2011-12,0.9229999999999999,0.611,89
Dwayne Roloson,42, TBL,40,31,13,16,3,128,1126,998,3.66,1,3.2,2099,9,9,-30.64,0,0,0,6,2011-12,0.8859999999999999,0.29,131
Jussi Rynnas,24, TOR,2,1,0,1,0,7,40,33,4.25,0,-0.2,99,0,1,0.0,0,0,0,0,2011-12,0.825,0.0,0
Curtis Sanford,32, CBJ,36,32,10,18,4,86,971,885,2.6,1,5.7,1983,18,6,-2.05,0,0,0,0,2011-12,0.9109999999999999,0.563,102
Cory Schneider,25, VAN,33,28,20,8,1,60,945,885,1.96,3,8.4,1833,20,2,21.71,0,2,2,0,2011-12,0.937,0.7140000000000001,73
Ben Scrivens,25, TOR,12,11,4,5,2,35,359,324,3.13,0,1.7,672,5,1,-3.96,0,0,0,4,2011-12,0.903,0.455,113
Mike Smith,29, PHX,67,67,38,18,10,144,2066,1922,2.21,8,16.7,3903,42,9,34.63,0,2,2,16,2011-12,0.93,0.627,81
Iiro Tarkki,26, ANA,1,0,1,0,0,3,10,7,4.41,0,-0.2,41,0,0,0.0,0,0,0,0,2011-12,0.7,0.0,0
Jose Theodore,35, FLA,53,51,22,16,11,125,1502,1377,2.46,3,9.7,3049,32,6,4.87,0,0,0,2,2011-12,0.917,0.627,96
Brad Thiessen,25, PIT,5,4,3,1,0,16,113,97,3.72,0,-0.1,258,2,1,0.0,0,0,0,2,2011-12,0.858,0.5,0
Tim Thomas,37, BOS,59,55,35,19,1,132,1659,1527,2.36,5,11.5,3352,30,3,11.44,0,1,1,0,2011-12,0.92,0.545,92
Dustin Tokarski,22, TBL,5,5,1,3,1,14,116,102,3.45,0,0.2,244,1,2,0.0,0,1,1,2,2011-12,0.879,0.2,0
Marty Turco,36, BOS,5,4,2,2,0,16,110,94,3.68,0,-0.1,261,1,2,0.0,0,0,0,2,2011-12,0.855,0.25,0
Semyon Varlamov,23, COL,53,52,26,24,3,136,1564,1428,2.59,4,9.4,3151,28,10,-0.77,0,1,1,2,2011-12,0.9129999999999999,0.5379999999999999,101
Tomas Vokoun,35, WSH,48,46,25,17,2,108,1299,1191,2.51,4,8.4,2583,23,8,4.31,0,2,2,4,2011-12,0.917,0.5,96
Cam Ward,27, CAR,68,68,30,23,13,182,2143,1961,2.74,5,13.4,3988,38,10,3.29,1,0,1,4,2011-12,0.915,0.5589999999999999,98
Allen York,22, CBJ,11,5,3,2,0,16,199,183,2.3,0,1.4,417,3,0,0.0,0,0,0,0,2011-12,0.92,0.6,0
Craig Anderson,29, TOT,51,49,24,20,4,135,1546,1411,2.83,2,9.2,2865,29,10,-0.32,0,1,1,4,2010-11,0.9129999999999999,0.5920000000000001,100
Craig Anderson,29, COL,33,31,13,15,3,99,957,858,3.28,0,3.9,1810,15,9,-15.63,0,1,1,4,2010-11,0.897,0.484,119
Craig Anderson,29, OTT,18,18,11,5,1,36,589,553,2.05,2,5.3,1055,14,1,15.31,0,0,0,0,2010-11,0.9390000000000001,0.778,70
Alex Auld,30, MTL,16,12,6,2,2,33,383,350,2.64,0,2.3,749,6,2,0.37,0,1,1,2,2010-11,0.914,0.5,99
Richard Bachman,23, DAL,1,0,0,0,0,0,4,4,0.0,0,0.1,10,0,0,0.0,0,0,0,0,2010-11,1.0,0.0,0
Niklas Backstrom,32, MIN,51,50,22,23,5,132,1566,1434,2.66,3,9.8,2978,29,9,4.42,0,1,1,2,2010-11,0.9159999999999999,0.58,97
