Player,Tm,Season,GP,Age,GS,W,L,T/O,GA,SA,SV,GAA,SO,GPS,MIN,QS,RBS,GSAA,G,A,PTS,PIM,SV%,QS%,GA%
Jack Campbell, TOT,2019-20,-0.047939686426494287,0.23738099790033595,1.6629211615122392,0.3471347942356224,0.4245164162293835,0.2719675717941816,0.2181224422184232,0.2987139440704561,0.30894746628594827,-0.25849087801480397,-0.9547518100356001,0.23655626935289392,0.32080375957657403,1.7363691252751308,1.8011031062626954,-0.3455728267149962,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,0.2853078877550507,1.6900417315241003,0.7444932251774236
Jack Campbell, LAK,2019-20,-0.33684258727026006,0.23738099790033595,1.655353018620615,0.06909166940805238,0.2155608973257244,-0.07982362248198983,-0.04117328652206892,0.012134175742395547,0.020503010295130186,-0.21574051058959604,-0.9547518100356001,-0.07206100803809741,0.050802465491944386,1.7161956047673292,1.8011031062626954,-0.45254691913478234,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,0.1657851423422336,1.6648420438972467,0.786202630958088
Jack Campbell, TOR,2019-20,-1.0109493559057134,0.23738099790033595,1.5822943215758665,-0.6264182846531594,-1.0498256427710526,-0.56474511309043,-1.0010330942735843,-0.8271119819908499,-0.804591686205328,-0.4076706499584578,-0.9547518100356001,-0.6554996858829305,-0.8552758632586475,1.67233616214643,-0.5632544736860063,0.04777141654320519,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,0.6302294989327302,1.723565073969104,-1.4202450540833362
Eric Comrie, DET,2019-20,-1.1554008063275965,-0.728802578522743,1.4120104625102674,-1.5629346922804803,-1.0498256427710526,-1.365050497555036,-1.2816484699775337,-1.334857634109897,-1.3384042212282465,0.8367482080823668,-0.9547518100356001,-1.462426444610843,-1.3604867584849663,-0.5879575248974033,1.6417936456422,0.04777141654320519,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,-0.7816298640681278,-0.5885724863912724,-1.4202450540833362
Corey Crawford, CHI,2019-20,0.6261670822089592,1.53048656316508,1.6713503189516292,0.7081439293326381,1.0976174808880639,0.2719675717941816,0.6911865642663512,0.9307788944975643,0.9531436507933198,-0.2843810374521064,0.4253854116581233,1.0738304354685435,0.7897494564898335,1.753890661277684,1.78684953584375,0.7650647857020973,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,0.695587065449268,1.721832011413019,0.5914574457449417
Oscar Dansk, VEG,2019-20,-1.2517017732755185,-0.46694676792653494,1.2301273632951324,-1.5629346922804803,-1.339793486005129,-1.365050497555036,-1.4370234629290457,-1.5317649533769788,-1.5417081574541174,1.8088241389101392,-0.9547518100356001,-1.5633048523817534,-1.6011328308165576,-0.5879575248974033,1.6417936456422,0.04777141654320519,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,-1.3397563174003222,-0.5885724863912724,-1.4202450540833362
Aaron Dell, SJS,2019-20,0.2891136978912325,0.650219545573148,1.6662925965446382,0.42767028533692286,0.7020185008402026,0.2719675717941816,0.487609195339449,0.5897732066442594,0.6009272484483996,-0.08217023760774915,-0.9547518100356001,0.5713514032167221,0.4955872281136965,1.74512725357859,1.8083950848868,-0.21509770285455096,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,0.3769836789808305,1.7062506627083813,0.7126554177993151
Thatcher Demko, VAN,2019-20,0.0002107970474666776,-0.728802578522743,1.6619103798369728,0.5035069872379436,0.2155608973257244,-0.07982362248198983,0.2925095637314405,0.38211409911792166,0.3929286269010939,-0.04139803207599218,-0.9547518100356001,0.33376878512359515,0.2945445507418105,1.74512725357859,1.8083950848868,-0.29502427240562706,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,0.315670892020697,1.718531462310743,0.733934827629264
Michael Dipietro, VAN,2019-20,-1.2517017732755185,-1.952636413042416,-0.6201082893184081,-1.5629346922804803,-1.7487810841638631,-1.365050497555036,-1.82615232517622,-1.8854912566016644,-1.8837170241794012,2.350625156536763,-0.9547518100356001,-1.462426444610843,-1.9725350756991704,-0.5879575248974033,-0.5632544736860063,0.04777141654320519,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,-0.9414186476652828,-0.5885724863912724,-1.4202450540833362
Louis Domingue, TOT,2019-20,-0.48129403769214296,0.014944211346726119,1.644496916283941,-0.6264182846531594,0.10175109291219173,-0.07982362248198983,-0.14878518612357344,-0.2364602834473274,-0.24327346740635775,0.5221514984083768,-0.9547518100356001,-0.6554996858829305,-0.3070656531556491,1.67233616214643,1.8083950848868,-1.1178900008552743,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,-0.33554493121259327,1.6145851584139141,0.9834884491572284
Louis Domingue, NJD,2019-20,-0.529444521166104,0.014944211346726119,1.6414161492190027,-0.6264182846531594,-0.019682430997406068,-0.07982362248198983,-0.22448504163256225,-0.30418552267888066,-0.3100343209263131,0.5081689019811251,-0.9547518100356001,-0.7056472554622902,-0.3682959392787821,1.67233616214643,1.8083950848868,-1.0220353014383543,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,-0.33554493121259327,1.6290032230721405,0.9834884491572284
Louis Domingue, VAN,2019-20,-1.2517017732755185,0.014944211346726119,1.2301273632951324,-1.5629346922804803,-1.339793486005129,-1.365050497555036,-1.5631004397199573,-1.5566720649714687,-1.5512352933267646,0.7060399996529355,-0.9547518100356001,-1.369595375982195,-1.6057602514772655,-0.5879575248974033,-0.5632544736860063,0.04777141654320519,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,-0.33554493121259327,-0.5885724863912724,-1.4202450540833362
Chris Driedger, FLA,2019-20,-0.7220464550619478,-0.46694676792653494,1.6289255431204774,-0.039773711506952976,-1.0498256427710526,-0.56474511309043,-0.8097666815913858,-0.39923271885438916,-0.35642746030827666,-0.968077505122846,0.4253854116581233,0.048301365214077185,-0.48010086901523374,1.723282952903665,-0.5632544736860063,0.8407118709266453,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,1.4343488892258498,1.7267412951399734,0.3100777737636528
Devan Dubnyk, MIN,2019-20,0.14466224746934955,1.201233297228753,1.664726968894095,0.42767028533692286,0.7020185008402026,-0.07982362248198983,0.5008881361325186,0.4178715387094762,0.41043394583848763,0.18665987312187673,0.4253854116581233,0.048301365214077185,0.38684787821685884,1.7286977423666285,1.8083950848868,-1.574850312568033,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,0.3851953391174551,-0.11990767743311963,1.6506686585344588,0.8968830924998213
Brian Elliott, PHI,2019-20,0.19281273094331053,1.3693090067914373,1.663857389596771,0.7081439293326381,-0.15019207942766666,0.5493464342580373,0.3215169937371702,0.34702525539296364,0.35142331657481674,-0.19877804341888575,0.9464999007328257,0.18531351992142914,0.3927976372572697,1.7434549951458167,1.8169479350362752,-0.7263591763205431,-0.05688801239885743,1.2322194668067945,1.2291424267941413,0.3851953391174551,0.13638112276141326,1.709182674669056,0.7965025884842825
Marc-Andre Fleury, VEG,2019-20,1.059521433474608,1.53048656316508,1.6745058570895701,1.2758963532374783,0.7869527498630865,0.7789489944378281,0.9778883464222211,1.035958470747518,1.040439681778819,-0.2843810374521064,1.5308396061475318,0.9083866274997979,1.064938940320716,1.7533795619687331,1.8181553736226823,-0.573684904462796,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,1.2064217978642597,0.315670892020697,1.7062506627083813,0.733934827629264
Anton Forsberg, CAR,2019-20,-1.1554008063275965,0.014944211346726119,1.490667405218467,-1.1302410488690715,-1.339793486005129,-1.365050497555036,-1.3300760570190024,-1.2684355502382332,-1.2572299141479408,0.18665987312187673,-0.9547518100356001,-1.2038380222393148,-1.3114303840993429,1.407405524370859,-0.5632544736860063,0.04777141654320519,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,0.07813725664606044,1.656895014728007,-1.4202450540833362
Pavel Francouz, COL,2019-20,0.3372641813651934,0.44884588348013643,1.6662925965446382,0.9937322803272833,-0.15019207942766666,0.5493464342580373,0.2778499752050419,0.6017569847559076,0.6335331319286223,-0.6102030751735663,0.4253854116581233,0.8762772612051968,0.5450143674548151,1.7478194735080899,1.8083950848868,1.068899188382787,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,0.3851953391174551,0.8967259438379341,1.7152509858085192,0.5102526086195108
Alexandar Georgiev, NYR,2019-20,0.3372641813651934,-1.0064850914990036,1.6676627140883646,0.7700688940651972,0.6135765301858751,-0.07982362248198983,0.540252136794684,0.6802890800882798,0.6946970540894359,-0.05765321548394068,0.9464999007328257,0.7045668336510974,0.531544574714582,1.7478194735080899,1.8083950848868,0.058273678192963786,-0.05688801239885743,1.2322194668067945,1.2291424267941413,-0.9800257351430732,0.4704371728093001,1.7108670403297888,0.6803175718449486
John Gibson, ANA,2019-20,1.1558224004225297,-0.2194571425455971,1.6753087294501896,0.9410011214632048,1.4985760643491335,0.7789489944378281,1.1457032647015812,1.181251236462574,1.1826588384719519,-0.09037871431932523,0.4253854116581233,1.0008362498686554,1.1129531338827892,1.7521969319919428,1.8190260103163092,-0.7911516662561219,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,1.0535619232748759,0.2853078877550507,1.6921231750688877,0.7444932251774236
Thomas Greiss, NYI,2019-20,0.19281273094331053,1.3693090067914373,1.664726968894095,0.7081439293326381,0.10175109291219173,0.5493464342580373,0.2181224422184232,0.4033852150780274,0.423455457638536,-0.31045446286227163,-0.9547518100356001,0.5103312638218745,0.34059360544814504,1.74512725357859,1.8083950848868,0.2798096542280102,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,0.3851953391174551,0.5656999672956465,1.7115336400541408,0.6363824814553585
Philipp Grubauer, COL,2019-20,0.4335651483131153,0.23738099790033595,1.6699459428317327,0.8293644967967921,0.4245164162293835,0.5493464342580373,0.4608068827557719,0.6848846717664626,0.7072122146484477,-0.4076706499584578,0.9464999007328257,0.8267963204195391,0.63043377921545,1.7478194735080899,1.8011031062626954,0.5713878569719003,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,0.662804171221881,1.7012500480648023,0.6027850201733044
Jaroslav Halak, BOS,2019-20,0.19281273094331053,1.3693090067914373,1.6655367280901585,0.8293644967967921,-0.29173410350296397,0.9751823434963726,0.2181224422184232,0.4899687075194997,0.5176655790704646,-0.6291848638488404,1.2278454289462364,0.7226536037590594,0.4949614704953006,1.7489159979485465,1.78684953584375,0.7513985686187513,-0.05688801239885743,1.3608264865699107,1.3584841816438222,-0.9800257351430732,0.7617824115314237,1.7203173210483391,0.557074360088041
Carter Hart, PHI,2019-20,0.7706185326308421,-1.6163043323977784,1.6717714594357869,1.1414379236217187,0.5212326950182837,0.2719675717941816,0.5272083151323395,0.7224192631607824,0.7418569044736335,-0.6007491590221007,0.4253854116581233,0.8267963204195391,0.7984104206155714,1.753890661277684,1.8181553736226823,0.41454585176425973,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,0.5978618337487617,1.7206340260501047,0.6363824814553585
Connor Hellebuyck, WPG,2019-20,1.4928757847402565,-0.2194571425455971,1.6764542047472202,1.438678203369996,1.169179734870255,0.7789489944378281,1.052629125687668,1.3965371800413144,1.4251094518631429,-0.46180366422450386,1.623055251488784,1.5812581319719612,1.2448405403726979,1.757437707658628,1.8125906236639533,1.7504428767937512,-0.05688801239885743,1.3608264865699107,1.3584841816438222,-0.9800257351430732,0.8626678408600074,1.7219743643589036,0.5220664617911462
Adin Hill, ARI,2019-20,-0.6738959715879868,-1.0064850914990036,1.616179618685999,-0.8448674876362888,-0.6201574260890895,0.2719675717941816,-0.6451067128600895,-0.42352739616435237,-0.3971757340527386,-0.41663747532275197,-0.9547518100356001,-0.20416512909203124,-0.4824152517486512,1.692948093172631,-0.5632544736860063,0.29914506574181365,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,0.3851953391174551,0.7285794029377833,1.71400936830309,0.5686032391088464
Marcus Hogberg, OTT,2019-20,-0.14424065337441622,-0.46694676792653494,1.656911908252989,-0.29413307861019783,-0.019682430997406068,1.299296983560831,0.17211785187454284,0.2519571969837399,0.2622882571288277,0.006945180803543134,-0.9547518100356001,0.21116894468504255,0.1616464949223022,1.7329513776988694,1.78684953584375,-0.34362247747547153,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,0.2853078877550507,1.7020191837961707,0.7444932251774236
Braden Holtby, WSH,2019-20,1.011370950000647,0.650219545573148,1.6742152760158315,1.1875930990469332,0.6135765301858751,0.9751823434963726,1.07359630664595,1.022207994757205,1.0156845579724076,-0.0010685001962871846,-0.9547518100356001,0.7045668336510974,0.9982056200388191,1.7521969319919428,1.8196729843074801,-1.6306900757356004,-0.05688801239885743,1.2322194668067945,1.2291424267941413,0.8189932500425766,0.07813725664606044,1.7004612391599663,0.8169545130410318
Jimmy Howard, DET,2019-20,0.0002107970474666776,1.53048656316508,1.663857389596771,-0.8448674876362888,1.3062267092407567,-0.07982362248198983,0.540252136794684,0.3754172424328634,0.35890442961403324,0.7850004597914749,-0.9547518100356001,-0.23933253495207357,0.18178799288399236,1.7161956047673292,1.8181553736226823,-2.200922977279158,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,-0.33554493121259327,1.607841826603369,0.9834884491572284
Michael Hutchinson, TOT,2019-20,-0.529444521166104,0.44884588348013643,1.6337606487636425,-0.29413307861019783,0.10175109291219173,-0.56474511309043,-0.18620677924647383,-0.2248353320107544,-0.22599726758907934,0.27710448304572904,0.4253854116581233,-0.5159874733669527,-0.2630991808625001,1.67233616214643,-0.5632544736860063,-0.8562176820536129,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,-0.1748679770210559,1.656895014728007,0.9164193708323036
Michael Hutchinson, TOR,2019-20,-0.5775950046400649,0.44884588348013643,1.6289255431204774,-0.44721376703364085,0.10175109291219173,-0.56474511309043,-0.20523542933120129,-0.2599960065721938,-0.2629663845406634,0.41599966289958257,0.4253854116581233,-0.6072725048995387,-0.32340256146021223,1.6382190488789186,-0.5632544736860063,-0.9205186676249002,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,-0.22912207432807263,1.6193706289341245,0.9454073290631198
Michael Hutchinson, COL,2019-20,-1.2517017732755185,0.44884588348013643,1.2301273632951324,-1.1302410488690715,-1.7487810841638631,-1.365050497555036,-1.82615232517622,-1.717386197426302,-1.6965813912858831,-2.281376255932164,-0.9547518100356001,-1.2837480043444938,-1.6011328308165576,1.407405524370859,-0.5632544736860063,0.04777141654320519,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,1.6640544915883586,1.733401930091654,-1.4202450540833362
Carter Hutton, BUF,2019-20,0.19281273094331053,1.3693090067914373,1.6662925965446382,0.42767028533692286,0.6135765301858751,0.5493464342580373,0.5140874063396637,0.5063293106167531,0.5066582082689584,0.05466832542886549,0.9464999007328257,0.28599744653097786,0.45831938520951937,1.7434549951458167,1.8152103209106842,-1.029234090110995,-0.05688801239885743,1.2322194668067945,1.2291424267941413,1.0535619232748759,0.10716553058282678,1.7002608964160844,0.8169545130410318
Tristan Jarry, PIT,2019-20,0.2891136978912325,-0.728802578522743,1.666999747374003,0.9410011214632048,0.4245164162293835,-0.56474511309043,0.2925095637314405,0.5885709225905219,0.6179486197282414,-0.5913197138786782,1.2278454289462364,0.8267963204195391,0.5523233020854359,1.7498833015408095,1.78684953584375,0.9204227110179162,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,0.8288253862041625,1.7196620133360954,0.5454760798009686
Jonas Johansson, BUF,2019-20,-1.0109493559057134,-0.728802578522743,1.5627936386118761,-1.1302410488690715,-0.8174104482652996,-0.56474511309043,-1.0010330942735843,-0.9549481759689046,-0.9459406827088169,-0.14001502553672124,-0.9547518100356001,-0.9922776374431104,-0.9184414552648154,1.407405524370859,-0.5632544736860063,0.04777141654320519,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,-0.007834658246210583,1.5417092490367634,-1.4202450540833362
Martin Jones, SJS,2019-20,0.6743175656829201,0.650219545573148,1.6713503189516292,0.7700688940651972,1.169179734870255,-0.07982362248198983,0.8099233312801218,0.7659379614196069,0.7613981673338928,-0.09037871431932523,0.9464999007328257,0.46817895847864577,0.8005702707802417,1.74512725357859,1.8196729843074801,-1.4467332850558439,-0.05688801239885743,1.2322194668067945,1.2291424267941413,-0.9800257351430732,0.04929519774030277,1.6784903757207796,0.8372135346103449
Kaapo Kahkonen, MIN,2019-20,-1.0590998393796744,-1.0064850914990036,1.5627936386118761,-0.6264182846531594,-1.339793486005129,-0.56474511309043,-1.0364613949340022,-0.8822518204157357,-0.8616263225644243,-0.1233955872811612,-0.9547518100356001,-0.7578888327558897,-0.9587820512230302,1.6382190488789186,1.7533244183823025,0.04777141654320519,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,0.5656999672956465,1.718531462310743,-1.4202450540833362
Kasimir Kaskisuo, TOR,2019-20,-1.2517017732755185,-0.2194571425455971,1.2301273632951324,-1.5629346922804803,-1.339793486005129,-1.365050497555036,-1.4370234629290457,-1.5237200157447406,-1.53235560101197,1.8088241389101392,-0.9547518100356001,-1.5633048523817534,-1.6011328308165576,-0.5879575248974033,1.6417936456422,0.04777141654320519,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,-1.260004602321817,-0.5885724863912724,-1.4202450540833362
Anton Khudobin, DAL,2019-20,0.14466224746934955,1.201233297228753,1.6629211615122392,0.7081439293326381,-0.019682430997406068,0.5493464342580373,0.04378061285580305,0.4606825666317598,0.5011308318916375,-0.7946644298087624,-0.9547518100356001,0.8599633212931238,0.39477672292512334,1.7498833015408095,1.7533244183823025,1.413858268953206,-0.05688801239885743,1.4049728332229934,1.4030418081163567,0.8189932500425766,1.1412775849607852,1.726919028692945,0.425392707361808
Keith Kinkaid, MTL,2019-20,-1.0109493559057134,0.650219545573148,1.5627936386118761,-1.1302410488690715,-1.339793486005129,0.2719675717941816,-0.7524364186706533,-0.8176856147491551,-0.8220687568194276,0.8109618711285377,-0.9547518100356001,-1.1290423559476328,-0.8963712078811096,-0.5879575248974033,-0.5632544736860063,0.04777141654320519,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,-0.5152644416498393,-0.5885724863912724,-1.4202450540833362
Matiss Kivlenieks, CBJ,2019-20,-1.0109493559057134,-1.0064850914990036,1.534678238888884,-1.1302410488690715,-1.339793486005129,-0.07982362248198983,-1.0731657162340247,-1.0067442586328899,-0.9953722168659925,-0.13169598272056277,-0.9547518100356001,-0.9922776374431104,-0.9934743796377422,1.5728961219249475,-0.5632544736860063,0.04777141654320519,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,0.10716553058282678,1.7062506627083813,-1.4202450540833362
Joonas Korpisalo, CBJ,2019-20,0.4817156317870763,-0.46694676792653494,1.6694241472344473,0.8862723589655378,0.4245164162293835,0.7789489944378281,0.487609195339449,0.641983015752531,0.6579645387823937,-0.43463719064329515,0.9464999007328257,0.6862568349294047,0.6704062706039644,1.7515087734471224,1.8083950848868,0.14523091543183556,-0.05688801239885743,1.2322194668067945,1.2291424267941413,-0.9800257351430732,0.5019888291925455,1.718531462310743,0.6694232336715985
Mikko Koskinen, EDM,2019-20,0.5298661152610372,0.8422864392611544,1.6682854863104046,0.8293644967967921,0.5212326950182837,0.2719675717941816,0.5532201120023006,0.8053411496465774,0.8295795985540585,-0.30174278770265683,0.4253854116581233,0.9706379235225852,0.6652360237829892,1.7478194735080899,1.8083950848868,0.7832621823822447,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,0.695587065449268,1.7085934060003587,0.580063888022452
Darcy Kuemper, ARI,2019-20,0.0965117639953886,0.44884588348013643,1.6655367280901585,0.7081439293326381,0.32285862491891804,-0.07982362248198983,0.09293155162787808,0.4874395077869323,0.5258801224149106,-0.7946644298087624,0.9464999007328257,0.8599633212931238,0.4442372864383076,1.7521969319919428,1.7533244183823025,1.3335008542792728,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,1.0535619232748759,1.0702955514473769,1.7280641560662526,0.45003912866402945
Robin Lehner, TOT,2019-20,0.4335651483131153,0.23738099790033595,1.6688715888229064,0.8862723589655378,0.2155608973257244,0.7789489944378281,0.5789333249732704,0.8694722434592274,0.8968031927005053,-0.18189310173498235,0.4253854116581233,1.0738304354685435,0.6292635213002653,1.7498833015408095,1.8011031062626954,1.0399122909751433,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,0.8189932500425766,0.7951973256267036,1.714356012648403,0.557074360088041
Robin Lehner, CHI,2019-20,0.2891136978912325,0.23738099790033595,1.666999747374003,0.7081439293326381,0.2155608973257244,0.7789489944378281,0.5140874063396637,0.7802498936515642,0.8059045435990579,-0.08217023760774915,-0.9547518100356001,0.9706379235225852,0.5210730957780879,1.7478194735080899,1.8011031062626954,0.8527738630892651,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,0.8189932500425766,0.7285794029377833,1.7130543084215888,0.5686032391088464
Robin Lehner, VEG,2019-20,-1.1554008063275965,0.23738099790033595,1.490667405218467,-0.6264182846531594,-1.7487810841638631,-1.365050497555036,-1.4970747556690767,-1.2425130868982899,-1.2115939455281017,-1.3890024227558668,0.4253854116581233,-0.9293276863840517,-1.2153170602057035,1.5728961219249475,-0.5632544736860063,0.04777141654320519,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,1.509956114228819,1.723565073969104,-1.4202450540833362
Charlie Lindgren, MTL,2019-20,-1.0109493559057134,-0.2194571425455971,1.5822943215758665,-0.8448674876362888,-0.6201574260890895,-1.365050497555036,-0.8699922243063385,-0.8624424176778612,-0.8579641275425296,0.1713712237185665,-0.9547518100356001,-0.9922776374431104,-0.8617379965599863,1.407405524370859,1.6417936456422,0.04777141654320519,-0.05688801239885743,-0.7697435164732545,-0.7712439118603518,-0.9800257351430732,-0.1748679770210559,1.4867542427058986,-1.4202450540833362
